,base_case
H + O2 <=> O + OH,0.5000075744618517
H2 + O <=> H + OH,0.04544607630042697
H2 + OH <=> H + H2O,-0.07609158507074777
H2O + O <=> 2 OH,0.015997819980286886
2 H + M <=> H2 + M,-0.04086131777427295
H + OH + M <=> H2O + M,-0.1793256152236339
2 O + M <=> O2 + M,-0.011851205669102461
H + O + M <=> OH + M,-0.006503875910465777
H + O2 (+M) <=> HO2 (+M),-0.31082014307028594
H + HO2 <=> 2 OH,-0.0013164213017260926
H + HO2 <=> H2 + O2,0.0028643021057452125
H + HO2 <=> H2O + O,-0.0025317791963532983
HO2 + O <=> O2 + OH,-0.0009118092892904109
HO2 + OH <=> H2O + O2,-0.0013887546840829653
HO2 + OH <=> H2O + O2,-0.0019614619110476825
2 OH (+M) <=> H2O2 (+M),-0.001187003278808736
2 HO2 <=> H2O2 + O2,-0.001074734332080554
2 HO2 <=> H2O2 + O2,-0.001085887843393354
H + H2O2 <=> H2 + HO2,-0.0010333165033502118
H + H2O2 <=> H2O + OH,-0.001359241159920239
H2O2 + OH <=> H2O + HO2,-0.0011577582221577
H2O2 + OH <=> H2O + HO2,-0.001128969580566828
H2O2 + O <=> HO2 + OH,-0.0011657474355769395
HO2 + NH2 <=> NH3 + O2,-0.0016517403741816033
NH2 + O2 <=> H2NO + O,-0.0010706226814544693
H2NO + O <=> HNO + OH,-0.0012872154013668826
H2NO + O2 <=> HNO + HO2,-0.0011351526463363397
NH3 + M <=> H + NH2 + M,-0.21085179689531677
H + NH3 <=> H2 + NH2,0.08375319348158411
NH3 + O <=> NH2 + OH,0.06768602078166774
NH3 + OH <=> H2O + NH2,0.19473789439580247
H + NH2 <=> H2 + NH,0.0826210727966188
N + NH2 <=> 2 H + N2,0.5172207099632534
NH2 + O <=> H + HNO,-0.046464872754451034
NH2 + OH <=> H2O + NH,-0.0054816297317413255
NH2 + NO <=> H2O + N2,-0.05046409136546451
NH2 + NO <=> NNH + OH,-0.035958245405467035
H + NH <=> H2 + N,0.044685436766047124
NH + O <=> H + NO,-0.02720006024952434
NH + OH <=> H + HNO,0.604130972674243
NH + OH <=> H2O + N,-0.009726411814863077
NH + O2 <=> HNO + O,-0.002957278819207845
NH + NO <=> H + N2O,0.4404335917654186
NH + NO <=> N2 + OH,-0.15650870402207248
NNH (+M) <=> H + N2 (+M),0.021199181407205593
H + NNH <=> H2 + N2,-0.0029096942860527184
NNH + O <=> H + N2O,-0.029098587495897745
NNH + OH <=> H2O + N2,-0.001304399050591069
NNH + O2 <=> HO2 + N2,-0.019948295278407788
N2 + O <=> N + NO,-1.2388258753310746
HO2 + NO <=> NO2 + OH,-0.0014608966302636715
H + NO (+M) <=> HNO (+M),-0.027553495487525826
H + NO2 <=> NO + OH,-0.0016213596254508486
NO2 + O <=> NO + O2,-0.001095934145978092
NO2 + M <=> NO + O + M,-0.002394939849841993
HNO + OH <=> H2O + NO,7.068030439358503e-05
H + HNO <=> H2 + NO,0.011568133454903083
N + O2 <=> NO + O,-0.05629235019605541
N + OH <=> H + NO,0.6146194425503975
N2O (+M) <=> N2 + O (+M),-0.030811927131257633
N2O + O <=> 2 NO,0.0002786281983981574
H + N2O <=> N2 + OH,-0.0023876291357033384
H + N2O <=> N2 + OH,-0.8782458589596618
