,base_case
H + O2 <=> O + OH,0.7059496649496212
H2 + O <=> H + OH,0.04783945072830838
H2 + OH <=> H + H2O,-0.021820304932473496
H2O + O <=> 2 OH,0.014435692700368945
2 H + M <=> H2 + M,-0.024357404736008163
H + OH + M <=> H2O + M,-0.17944619342800247
2 O + M <=> O2 + M,-0.018600662663677246
H + O + M <=> OH + M,-0.011223318235134748
H + O2 (+M) <=> HO2 (+M),-0.24553603752301495
H + HO2 <=> 2 OH,-0.0012462070929261907
H + HO2 <=> H2 + O2,-0.007201208641711456
H + HO2 <=> H2O + O,-0.007986509593085726
HO2 + O <=> O2 + OH,-0.007611772429290728
HO2 + OH <=> H2O + O2,-0.00814253844741338
HO2 + OH <=> H2O + O2,-0.009140097265449535
2 OH (+M) <=> H2O2 (+M),-0.007112557425867654
2 HO2 <=> H2O2 + O2,-0.006848294481507742
2 HO2 <=> H2O2 + O2,-0.006868884712630934
H + H2O2 <=> H2 + HO2,-0.006876905175609116
H + H2O2 <=> H2O + OH,-0.007222648018175448
H2O2 + OH <=> H2O + HO2,-0.007004520824547493
H2O2 + OH <=> H2O + HO2,-0.0069745968499778975
H2O2 + O <=> HO2 + OH,-0.0070243666686574495
HO2 + NH2 <=> NH3 + O2,-0.007919029409109442
NH2 + O2 <=> H2NO + O,-0.006713978506439175
H2NO + O <=> HNO + OH,-0.007084418703740231
H2NO + O2 <=> HNO + HO2,-0.0069754746443049485
NH3 + M <=> H + NH2 + M,-0.15908235171315474
H + NH3 <=> H2 + NH2,-0.016867803324001857
NH3 + O <=> NH2 + OH,0.038566706640355275
NH3 + OH <=> H2O + NH2,0.07922392331573679
H + NH2 <=> H2 + NH,-0.04217354234411222
N + NH2 <=> 2 H + N2,0.39162240222812944
NH2 + O <=> H + HNO,-0.024388567315863675
NH2 + OH <=> H2O + NH,-0.03955716533884754
NH2 + NO <=> H2O + N2,-0.06001869203488166
NH2 + NO <=> NNH + OH,-0.006141516869899315
H + NH <=> H2 + N,-0.021463340374606305
NH + O <=> H + NO,-0.0029395591399301083
NH + OH <=> H + HNO,0.6002356549949026
NH + OH <=> H2O + N,-0.024778173724585916
NH + O2 <=> HNO + O,-0.004268250458021186
NH + NO <=> H + N2O,0.39090436324105504
NH + NO <=> N2 + OH,-0.1758897150329399
NNH (+M) <=> H + N2 (+M),0.02653043552782071
H + NNH <=> H2 + N2,-0.007606563113455147
NNH + O <=> H + N2O,-0.037921886375929505
NNH + OH <=> H2O + N2,-0.007340903891982569
NNH + O2 <=> HO2 + N2,-0.036540084842450256
N2 + O <=> N + NO,-1.0632467985877678
HO2 + NO <=> NO2 + OH,-0.010599131417555226
H + NO (+M) <=> HNO (+M),0.024083253656404804
H + NO2 <=> NO + OH,-0.004382209142804171
NO2 + O <=> NO + O2,-0.007228673435913671
NO2 + M <=> NO + O + M,-0.00888389773919325
HNO + OH <=> H2O + NO,-0.013445131102170048
H + HNO <=> H2 + NO,-0.042773392833673984
N + O2 <=> NO + O,-0.022737843817275623
N + OH <=> H + NO,0.433611360495896
N2O (+M) <=> N2 + O (+M),-0.042681384289010624
N2O + O <=> 2 NO,-0.003588100782468092
H + N2O <=> N2 + OH,-0.008129567528907863
H + N2O <=> N2 + OH,-0.8707579404755555
