,base_case
H + O2 <=> O + OH,0.5167036090982896
H2 + O <=> H + OH,0.0027003850722371343
H2 + OH <=> H + H2O,0.027790521124845338
H2O + O <=> 2 OH,-0.0021469496849742913
2 H + M <=> H2 + M,-0.0017796913611747346
H + OH + M <=> H2O + M,-0.09601688262616523
2 O + M <=> O2 + M,0.0011011653633741267
H + O + M <=> OH + M,-0.003157577067032155
H + O2 (+M) <=> HO2 (+M),-0.09063272090629192
H + HO2 <=> 2 OH,0.006379838128360355
H + HO2 <=> H2 + O2,-0.0009438373226374822
H + HO2 <=> H2O + O,0.0019311599219427667
HO2 + O <=> O2 + OH,-0.000661662079375545
HO2 + OH <=> H2O + O2,-0.0009388296445211544
HO2 + OH <=> H2O + O2,-0.002286883345300305
2 OH (+M) <=> H2O2 (+M),0.00022382836975178876
2 HO2 <=> H2O2 + O2,0.0006342687405117211
2 HO2 <=> H2O2 + O2,0.0006244747278814218
H + H2O2 <=> H2 + HO2,0.0005265688925560982
H + H2O2 <=> H2O + OH,0.0004076737154237457
H2O2 + OH <=> H2O + HO2,0.0005126179222595975
H2O2 + OH <=> H2O + HO2,9.236526122817652e-05
H2O2 + O <=> HO2 + OH,0.0004293804323213975
HO2 + NH2 <=> NH3 + O2,5.6555708721459e-05
NH2 + O2 <=> H2NO + O,0.0011921939001442651
H2NO + O <=> HNO + OH,0.0006728440040689823
H2NO + O2 <=> HNO + HO2,0.0005808697300627689
NH3 + M <=> H + NH2 + M,-0.0380508682357723
H + NH3 <=> H2 + NH2,-0.01909582102585735
NH3 + O <=> NH2 + OH,-0.01268817597627364
NH3 + OH <=> H2O + NH2,-0.04916568517969995
H + NH2 <=> H2 + NH,-0.06814755535958641
N + NH2 <=> 2 H + N2,0.07173695226154969
NH2 + O <=> H + HNO,0.11362193255835894
NH2 + OH <=> H2O + NH,-0.05286800623471555
NH2 + NO <=> H2O + N2,-0.0669795183700651
NH2 + NO <=> NNH + OH,-0.044487243910951435
H + NH <=> H2 + N,-0.06744699663136383
NH + O <=> H + NO,0.11760246100725921
NH + OH <=> H + HNO,0.4628729006886796
NH + OH <=> H2O + N,-0.041061045380706304
NH + O2 <=> HNO + O,0.017407627161715313
NH + NO <=> H + N2O,0.22229561086489596
NH + NO <=> N2 + OH,-0.12751610028161153
NNH (+M) <=> H + N2 (+M),0.01771925119144052
H + NNH <=> H2 + N2,0.0006665158950788625
NNH + O <=> H + N2O,-0.02475106452310682
NNH + OH <=> H2O + N2,0.00020862973682030884
NNH + O2 <=> HO2 + N2,-0.014936365756801734
N2 + O <=> N + NO,-0.4230690025906371
HO2 + NO <=> NO2 + OH,0.00043501621788466304
H + NO (+M) <=> HNO (+M),0.01308598189030968
H + NO2 <=> NO + OH,0.0013898972730907843
NO2 + O <=> NO + O2,0.0004432395007841263
NO2 + M <=> NO + O + M,-0.002420151722555427
HNO + OH <=> H2O + NO,-0.0011562596794572949
H + HNO <=> H2 + NO,-0.013592881616368806
N + O2 <=> NO + O,0.06572110878563701
N + OH <=> H + NO,0.1920624227623882
N2O (+M) <=> N2 + O (+M),-0.07413728444475558
N2O + O <=> 2 NO,0.05360292137664847
H + N2O <=> N2 + OH,-8.554592171697397e-05
H + N2O <=> N2 + OH,-0.579323421306183
