,base_case
H + O2 <=> O + OH,0.8334612129316367
H2 + O <=> H + OH,0.030319405761561266
H2 + OH <=> H + H2O,0.02042859534890056
H2O + O <=> 2 OH,0.009284595578914354
2 H + M <=> H2 + M,-0.01200722427877988
H + OH + M <=> H2O + M,-0.16730032669709866
2 O + M <=> O2 + M,-0.002562682656353172
H + O + M <=> OH + M,-0.008896276169144294
H + O2 (+M) <=> HO2 (+M),-0.1695825007035868
H + HO2 <=> 2 OH,0.005985090694060804
H + HO2 <=> H2 + O2,-0.006113174961359008
H + HO2 <=> H2O + O,-0.0026191384849251044
HO2 + O <=> O2 + OH,-0.004817452447096294
HO2 + OH <=> H2O + O2,-0.005233388548527893
HO2 + OH <=> H2O + O2,-0.006633349568570853
2 OH (+M) <=> H2O2 (+M),-0.003669784445143603
2 HO2 <=> H2O2 + O2,-0.0032853933721474354
2 HO2 <=> H2O2 + O2,-0.0033050440806576395
H + H2O2 <=> H2 + HO2,-0.003385931900739804
H + H2O2 <=> H2O + OH,-0.0036163524994059664
H2O2 + OH <=> H2O + HO2,-0.003421264601825568
H2O2 + OH <=> H2O + HO2,-0.00364201468246558
H2O2 + O <=> HO2 + OH,-0.0034684753565915032
HO2 + NH2 <=> NH3 + O2,-0.004429022487964295
NH2 + O2 <=> H2NO + O,-0.002824336624903971
H2NO + O <=> HNO + OH,-0.003333713946749301
H2NO + O2 <=> HNO + HO2,-0.0033655803439151676
NH3 + M <=> H + NH2 + M,-0.09636818420023349
H + NH3 <=> H2 + NH2,-0.03330271056730139
NH3 + O <=> NH2 + OH,0.005910625799367787
NH3 + OH <=> H2O + NH2,-0.017200290759964796
H + NH2 <=> H2 + NH,-0.09216496655898575
N + NH2 <=> 2 H + N2,0.20870160985495884
NH2 + O <=> H + HNO,0.062415629926795745
NH2 + OH <=> H2O + NH,-0.05859052488837904
NH2 + NO <=> H2O + N2,-0.07061786599925593
NH2 + NO <=> NNH + OH,-0.02663092391175995
H + NH <=> H2 + N,-0.10381291873368731
NH + O <=> H + NO,0.08008181077028971
NH + OH <=> H + HNO,0.6340192739213046
NH + OH <=> H2O + N,-0.03659917519222728
NH + O2 <=> HNO + O,0.008741475208110304
NH + NO <=> H + N2O,0.3482566584612038
NH + NO <=> N2 + OH,-0.18093718822848393
NNH (+M) <=> H + N2 (+M),0.02475502974560092
H + NNH <=> H2 + N2,-0.0036606091863830123
NNH + O <=> H + N2O,-0.03862501497327054
NNH + OH <=> H2O + N2,-0.0038640443450223185
NNH + O2 <=> HO2 + N2,-0.028133883060960117
N2 + O <=> N + NO,-0.852822953515644
HO2 + NO <=> NO2 + OH,-0.005396552768646025
H + NO (+M) <=> HNO (+M),0.016789465117492155
H + NO2 <=> NO + OH,-0.001705238319075606
NO2 + O <=> NO + O2,-0.003561772946911778
NO2 + M <=> NO + O + M,-0.006180167668262651
HNO + OH <=> H2O + NO,-0.0062706291354478845
H + HNO <=> H2 + NO,-0.02581649980193994
N + O2 <=> NO + O,0.05413444757325005
N + OH <=> H + NO,0.31816209198592615
N2O (+M) <=> N2 + O (+M),-0.055934104007141806
N2O + O <=> 2 NO,0.006079958697741539
H + N2O <=> N2 + OH,-0.0042418768444083725
H + N2O <=> N2 + OH,-0.8388481978383695
