,base_case
H + O2 <=> O + OH,0.8380457145636505
H2 + O <=> H + OH,-0.0053011966916196775
H2 + OH <=> H + H2O,0.018430030340775987
H2O + O <=> 2 OH,0.001807361668401232
2 H + M <=> H2 + M,-0.010721568093391736
H + OH + M <=> H2O + M,-0.1430492822562559
2 O + M <=> O2 + M,0.0015502892836107333
H + O + M <=> OH + M,-0.0068830906866182255
H + O2 (+M) <=> HO2 (+M),-0.12476919478236946
H + HO2 <=> 2 OH,0.010817959708802423
H + HO2 <=> H2 + O2,-0.0038177055838552426
H + HO2 <=> H2O + O,0.0041497631641793905
HO2 + O <=> O2 + OH,-0.001396789956285763
HO2 + OH <=> H2O + O2,-0.000725203214600437
HO2 + OH <=> H2O + O2,-0.0015304671785726675
2 OH (+M) <=> H2O2 (+M),0.0005663407296445887
2 HO2 <=> H2O2 + O2,0.0009834310447498899
2 HO2 <=> H2O2 + O2,0.0009740446129228124
H + H2O2 <=> H2 + HO2,0.000881904230820048
H + H2O2 <=> H2O + OH,0.000765400552898432
H2O2 + OH <=> H2O + HO2,0.000939445062830728
H2O2 + OH <=> H2O + HO2,0.0006165450592685158
H2O2 + O <=> HO2 + OH,0.0008713637974392324
HO2 + NH2 <=> NH3 + O2,0.0005058148439908402
NH2 + O2 <=> H2NO + O,0.0013815563381020177
H2NO + O <=> HNO + OH,0.0010643751778094009
H2NO + O2 <=> HNO + HO2,0.000994098874299162
NH3 + M <=> H + NH2 + M,-0.07616190566100499
H + NH3 <=> H2 + NH2,-0.028620789218654512
NH3 + O <=> NH2 + OH,-0.01396769852677839
NH3 + OH <=> H2O + NH2,-0.044326311048664226
H + NH2 <=> H2 + NH,-0.09457231043847523
N + NH2 <=> 2 H + N2,0.11523674988373774
NH2 + O <=> H + HNO,0.1531640661233288
NH2 + OH <=> H2O + NH,-0.045066752257101335
NH2 + NO <=> H2O + N2,-0.06578063222553354
NH2 + NO <=> NNH + OH,-0.05242072977992013
H + NH <=> H2 + N,-0.17036987817245627
NH + O <=> H + NO,0.14865337383115867
NH + OH <=> H + HNO,0.5979527146803293
NH + OH <=> H2O + N,-0.030401252978744426
NH + O2 <=> HNO + O,0.012066184192099719
NH + NO <=> H + N2O,0.37751981253642564
NH + NO <=> N2 + OH,-0.16594519466393906
NNH (+M) <=> H + N2 (+M),0.0138979015865748
H + NNH <=> H2 + N2,-0.0002679674307148155
NNH + O <=> H + N2O,-0.038974826012864464
NNH + OH <=> H2O + N2,0.0006426658369215636
NNH + O2 <=> HO2 + N2,-0.009452550137114884
N2 + O <=> N + NO,-0.8495950341667234
HO2 + NO <=> NO2 + OH,0.0024845678435205737
H + NO (+M) <=> HNO (+M),-0.029748350875282013
H + NO2 <=> NO + OH,0.00014374465010098792
NO2 + O <=> NO + O2,0.0009988449367319462
NO2 + M <=> NO + O + M,-0.0018838259372125177
HNO + OH <=> H2O + NO,0.011215305349778723
H + HNO <=> H2 + NO,0.022554094538214754
N + O2 <=> NO + O,0.11302051520561043
N + OH <=> H + NO,0.36791943112467773
N2O (+M) <=> N2 + O (+M),-0.045222875869719896
N2O + O <=> 2 NO,0.011916447288198247
H + N2O <=> N2 + OH,8.107155339388582e-05
H + N2O <=> N2 + OH,-0.8265925389875517
