,base_case
H + O2 <=> O + OH,-2.245903476894003
H2 + O <=> H + OH,-0.08870226794636092
H2 + OH <=> H + H2O,-0.2827371726873036
H2O + O <=> 2 OH,-0.09664263733027233
2 H + M <=> H2 + M,0.004309171523995153
H + OH + M <=> H2O + M,0.4547944758575226
2 O + M <=> O2 + M,0.01953803123310216
H + O + M <=> OH + M,0.022824551358778183
H + O2 (+M) <=> HO2 (+M),2.2331721422123536
H + HO2 <=> 2 OH,0.022187613018184806
H + HO2 <=> H2 + O2,0.021027946278752038
H + HO2 <=> H2O + O,0.016336590776326442
HO2 + O <=> O2 + OH,0.032154498657874196
HO2 + OH <=> H2O + O2,0.08240341167555346
HO2 + OH <=> H2O + O2,0.14038068194491274
2 OH (+M) <=> H2O2 (+M),0.02073542853059891
2 HO2 <=> H2O2 + O2,0.0005013942913850687
2 HO2 <=> H2O2 + O2,0.003605219223296395
H + H2O2 <=> H2 + HO2,0.006961078269535177
H + H2O2 <=> H2O + OH,0.009458113416022264
H2O2 + OH <=> H2O + HO2,0.012578788113316258
H2O2 + OH <=> H2O + HO2,0.03828641474532537
H2O2 + O <=> HO2 + OH,0.016802622411608438
HO2 + NH2 <=> NH3 + O2,0.03336696511648961
NH2 + O2 <=> H2NO + O,0.00998209390011409
H2NO + O <=> HNO + OH,0.009057970052155133
H2NO + O2 <=> HNO + HO2,0.009813122278134178
NH3 + M <=> H + NH2 + M,0.329546107575782
H + NH3 <=> H2 + NH2,0.1683220934901084
NH3 + O <=> NH2 + OH,-0.042116336380375756
NH3 + OH <=> H2O + NH2,-0.2153940221445054
H + NH2 <=> H2 + NH,0.17557211576624684
N + NH2 <=> 2 H + N2,-0.4875241739744977
NH2 + O <=> H + HNO,-0.13053625111747333
NH2 + OH <=> H2O + NH,0.5001030808445279
NH2 + NO <=> H2O + N2,0.04430287009338914
NH2 + NO <=> NNH + OH,-1.394720868759371
H + NH <=> H2 + N,-0.4281590101429083
NH + O <=> H + NO,0.19781876485582942
NH + OH <=> H + HNO,-0.3116057653996006
NH + OH <=> H2O + N,-0.16272961363615404
NH + O2 <=> HNO + O,-0.2282253886766991
NH + NO <=> H + N2O,0.8933264817421853
NH + NO <=> N2 + OH,-0.011791856685725488
NNH (+M) <=> H + N2 (+M),-0.6699398687257214
H + NNH <=> H2 + N2,0.000565274965428635
NNH + O <=> H + N2O,-0.03364647607224323
NNH + OH <=> H2O + N2,0.0026113897051449142
NNH + O2 <=> HO2 + N2,0.6890069168434533
N2 + O <=> N + NO,0.13638911157490557
HO2 + NO <=> NO2 + OH,0.03189554279907573
H + NO (+M) <=> HNO (+M),-1.4717263464478771
H + NO2 <=> NO + OH,0.014175841891784549
NO2 + O <=> NO + O2,0.007405643335587189
NO2 + M <=> NO + O + M,0.18400322726181884
HNO + OH <=> H2O + NO,1.1066868737115418
H + HNO <=> H2 + NO,0.5174237761803334
N + O2 <=> NO + O,0.29572859968504533
N + OH <=> H + NO,0.133002863957452
N2O (+M) <=> N2 + O (+M),-0.6198403165343503
N2O + O <=> 2 NO,-0.052928812371240905
H + N2O <=> N2 + OH,-0.008698730155197237
H + N2O <=> N2 + OH,-2.054713300604302
