,base_case
H + O2 <=> O + OH,0.27355490231365315
H2 + O <=> H + OH,0.0022444942558107373
H2 + OH <=> H + H2O,0.04015155769645588
H2O + O <=> 2 OH,-0.010934091802298276
2 H + M <=> H2 + M,-0.0008129312459660308
H + OH + M <=> H2O + M,-0.04835975827510941
2 O + M <=> O2 + M,-0.0014527801053133504
H + O + M <=> OH + M,-0.0036448344435750274
H + O2 (+M) <=> HO2 (+M),-0.09360068766546781
H + HO2 <=> 2 OH,0.0031191787304797876
H + HO2 <=> H2 + O2,-0.002055795328404689
H + HO2 <=> H2O + O,-0.00025037598715809236
HO2 + O <=> O2 + OH,-0.003119548276245539
HO2 + OH <=> H2O + O2,-0.0033615586588133907
HO2 + OH <=> H2O + O2,-0.004543656995919779
2 OH (+M) <=> H2O2 (+M),-0.002291149617914899
2 HO2 <=> H2O2 + O2,-0.0015015471599763575
2 HO2 <=> H2O2 + O2,-0.0015125853885549674
H + H2O2 <=> H2 + HO2,-0.0016276814427956267
H + H2O2 <=> H2O + OH,-0.0017115312979586448
H2O2 + OH <=> H2O + HO2,-0.0017064946170499214
H2O2 + OH <=> H2O + HO2,-0.0025534972648998152
H2O2 + O <=> HO2 + OH,-0.001876022330310241
HO2 + NH2 <=> NH3 + O2,-0.0019155222172893432
NH2 + O2 <=> H2NO + O,-0.0011590459591196453
H2NO + O <=> HNO + OH,-0.001451473553680866
H2NO + O2 <=> HNO + HO2,-0.0015744018184531557
NH3 + M <=> H + NH2 + M,-0.02085059293155652
H + NH3 <=> H2 + NH2,-0.009800962962996968
NH3 + O <=> NH2 + OH,-0.015235584938146246
NH3 + OH <=> H2O + NH2,-0.03638136494254833
H + NH2 <=> H2 + NH,-0.02894681011333688
N + NH2 <=> 2 H + N2,0.020633421858848987
NH2 + O <=> H + HNO,0.10517220122202439
NH2 + OH <=> H2O + NH,-0.02865678847408076
NH2 + NO <=> H2O + N2,-0.06750039137420978
NH2 + NO <=> NNH + OH,-0.039996733261282925
H + NH <=> H2 + N,-0.008785858943063383
NH + O <=> H + NO,0.06686830930023595
NH + OH <=> H + HNO,0.17082585768492686
NH + OH <=> H2O + N,-0.010846468796239982
NH + O2 <=> HNO + O,0.021712453276213774
NH + NO <=> H + N2O,-0.040278994301595115
NH + NO <=> N2 + OH,-0.06335096484257076
NNH (+M) <=> H + N2 (+M),0.013286868398304471
H + NNH <=> H2 + N2,-0.0006316946101187923
NNH + O <=> H + N2O,-0.0057149116684367595
NNH + OH <=> H2O + N2,-0.001779837769800264
NNH + O2 <=> HO2 + N2,-0.01592072360104002
N2 + O <=> N + NO,-0.11362975202402704
HO2 + NO <=> NO2 + OH,-0.0019478087259214804
H + NO (+M) <=> HNO (+M),0.0067732237192468115
H + NO2 <=> NO + OH,-0.0008906849716583368
NO2 + O <=> NO + O2,-0.0016971436303230877
NO2 + M <=> NO + O + M,-0.006607265028155482
HNO + OH <=> H2O + NO,-0.006071431099744479
H + HNO <=> H2 + NO,-0.012817350135342636
N + O2 <=> NO + O,0.03448860938766688
N + OH <=> H + NO,0.04726755977883296
N2O (+M) <=> N2 + O (+M),-0.17463887899015093
N2O + O <=> 2 NO,0.2163744961941254
H + N2O <=> N2 + OH,-0.001995547999890222
H + N2O <=> N2 + OH,-0.2043806309136746
