,base_case
H + O2 <=> O + OH,0.5613062198128534
H2 + O <=> H + OH,0.1445987914472089
H2 + OH <=> H + H2O,-0.07560526980957354
H2O + O <=> 2 OH,0.051483145835117344
2 H + M <=> H2 + M,-0.03920732085167474
H + OH + M <=> H2O + M,-0.2650313817663349
2 O + M <=> O2 + M,-0.010241254578153225
H + O + M <=> OH + M,-0.0036025919022930116
H + O2 (+M) <=> HO2 (+M),-0.5166097469500855
H + HO2 <=> 2 OH,-0.0024910210940737084
H + HO2 <=> H2 + O2,0.010088681018145937
H + HO2 <=> H2O + O,-0.0032562512310262367
HO2 + O <=> O2 + OH,0.0026393191825676674
HO2 + OH <=> H2O + O2,0.0013025876061865719
HO2 + OH <=> H2O + O2,-3.689175733191648e-05
2 OH (+M) <=> H2O2 (+M),0.0018088692150596045
2 HO2 <=> H2O2 + O2,0.0021082647784136394
2 HO2 <=> H2O2 + O2,0.002127126326664846
H + H2O2 <=> H2 + HO2,0.0022440117801159963
H + H2O2 <=> H2O + OH,0.0014120707265424777
H2O2 + OH <=> H2O + HO2,0.0017899891447371162
H2O2 + OH <=> H2O + HO2,0.0020966868129783573
H2O2 + O <=> HO2 + OH,0.001759625794539929
HO2 + NH2 <=> NH3 + O2,0.0011269558608697717
NH2 + O2 <=> H2NO + O,0.0014803725798837764
H2NO + O <=> HNO + OH,0.0012755425424009954
H2NO + O2 <=> HNO + HO2,0.0018011343459392705
NH3 + M <=> H + NH2 + M,-0.318818215935225
H + NH3 <=> H2 + NH2,0.04085608615251996
NH3 + O <=> NH2 + OH,0.13539068941348315
NH3 + OH <=> H2O + NH2,0.3166804255809651
H + NH2 <=> H2 + NH,0.15285824590747008
N + NH2 <=> 2 H + N2,1.013236124625599
NH2 + O <=> H + HNO,-0.15486081009748687
NH2 + OH <=> H2O + NH,-0.0007025766702599517
NH2 + NO <=> H2O + N2,-0.04167624649584249
NH2 + NO <=> NNH + OH,0.07846199566971054
H + NH <=> H2 + N,0.24316990283320059
NH + O <=> H + NO,-0.13137911995342721
NH + OH <=> H + HNO,0.617110579104326
NH + OH <=> H2O + N,-0.008577969759134593
NH + O2 <=> HNO + O,-0.01841957371011246
NH + NO <=> H + N2O,0.38483834476351714
NH + NO <=> N2 + OH,-0.17019532913034074
NNH (+M) <=> H + N2 (+M),0.062259473062305455
H + NNH <=> H2 + N2,0.00031108493441477385
NNH + O <=> H + N2O,-0.019748588636274933
NNH + OH <=> H2O + N2,0.0014798282625023895
NNH + O2 <=> HO2 + N2,-0.05272484736810291
N2 + O <=> N + NO,-1.3328865472697522
HO2 + NO <=> NO2 + OH,-0.0056643109805436355
H + NO (+M) <=> HNO (+M),0.09920311190528043
H + NO2 <=> NO + OH,0.007319445192988682
NO2 + O <=> NO + O2,0.001398808585596959
NO2 + M <=> NO + O + M,-0.000240231899556213
HNO + OH <=> H2O + NO,-0.01708490667898939
H + HNO <=> H2 + NO,-0.11732704575801063
N + O2 <=> NO + O,-0.2721787403201782
N + OH <=> H + NO,0.41606689742514086
N2O (+M) <=> N2 + O (+M),-0.02850322344479988
N2O + O <=> 2 NO,0.003332120077540176
H + N2O <=> N2 + OH,0.0005535482641230761
H + N2O <=> N2 + OH,-0.8746918997131121
