,base_case
H + O2 <=> O + OH,0.31159018721166265
H2 + O <=> H + OH,-0.0059225305225077355
H2 + OH <=> H + H2O,0.06069703000874711
H2O + O <=> 2 OH,-0.01253873186239631
2 H + M <=> H2 + M,0.0014450265958921254
H + OH + M <=> H2O + M,-0.053119925156025136
2 O + M <=> O2 + M,0.0020442752061945978
H + O + M <=> OH + M,-0.0016302505443270478
H + O2 (+M) <=> HO2 (+M),-0.08718541179439478
H + HO2 <=> 2 OH,0.0072661146472952015
H + HO2 <=> H2 + O2,0.00037534154312515115
H + HO2 <=> H2O + O,0.004931919163850957
HO2 + O <=> O2 + OH,-0.0006739607600878385
HO2 + OH <=> H2O + O2,0.0003559923197108796
HO2 + OH <=> H2O + O2,-0.0002869754494209997
2 OH (+M) <=> H2O2 (+M),0.0009609361041381149
2 HO2 <=> H2O2 + O2,0.0018978715002392712
2 HO2 <=> H2O2 + O2,0.0019215886340988426
H + H2O2 <=> H2 + HO2,0.0018369276822975424
H + H2O2 <=> H2O + OH,0.0017837544042239649
H2O2 + OH <=> H2O + HO2,0.0018106679661319032
H2O2 + OH <=> H2O + HO2,0.001097302796979584
H2O2 + O <=> HO2 + OH,0.001622865941722376
HO2 + NH2 <=> NH3 + O2,0.0018219985273982945
NH2 + O2 <=> H2NO + O,0.0021850199155016028
H2NO + O <=> HNO + OH,0.002005191296617804
H2NO + O2 <=> HNO + HO2,0.0019175400015591388
NH3 + M <=> H + NH2 + M,-0.01696840211905094
H + NH3 <=> H2 + NH2,-0.0077731441615672405
NH3 + O <=> NH2 + OH,-0.02426111776249399
NH3 + OH <=> H2O + NH2,-0.05203687779439535
H + NH2 <=> H2 + NH,-0.0449214617630046
N + NH2 <=> 2 H + N2,0.013583821736027353
NH2 + O <=> H + HNO,0.16554725964997008
NH2 + OH <=> H2O + NH,-0.027491763800512933
NH2 + NO <=> H2O + N2,-0.07300677977366786
NH2 + NO <=> NNH + OH,-0.0552071199782521
H + NH <=> H2 + N,-0.0288676453658533
NH + O <=> H + NO,0.10244480254339132
NH + OH <=> H + HNO,0.1767936783854993
NH + OH <=> H2O + N,-0.007877758545305369
NH + O2 <=> HNO + O,0.023763981652471924
NH + NO <=> H + N2O,-0.029040378601404782
NH + NO <=> N2 + OH,-0.06116712227858087
NNH (+M) <=> H + N2 (+M),0.009613036470237514
H + NNH <=> H2 + N2,0.0019314576661187892
NNH + O <=> H + N2O,-0.003629583408258158
NNH + OH <=> H2O + N2,0.0017910406991092289
NNH + O2 <=> HO2 + N2,-0.005154553196224134
N2 + O <=> N + NO,-0.1406840249846363
HO2 + NO <=> NO2 + OH,0.0023859903520945746
H + NO (+M) <=> HNO (+M),-0.005501663016867107
H + NO2 <=> NO + OH,0.0015965925495569177
NO2 + O <=> NO + O2,0.0018482804314850416
NO2 + M <=> NO + O + M,-0.003299538021588428
HNO + OH <=> H2O + NO,0.005744150834914719
H + HNO <=> H2 + NO,-0.000796244766945178
N + O2 <=> NO + O,0.05337045270553198
N + OH <=> H + NO,0.07386086334493518
N2O (+M) <=> N2 + O (+M),-0.19613015949397244
N2O + O <=> 2 NO,0.26519595872485935
H + N2O <=> N2 + OH,0.0014769772992576644
H + N2O <=> N2 + OH,-0.23411559679034086
