,base_case
H + O2 <=> O + OH,-1.5836042399435994
H2 + O <=> H + OH,-0.05186412456150198
H2 + OH <=> H + H2O,-0.15269540354861058
H2O + O <=> 2 OH,-0.057080475117147735
2 H + M <=> H2 + M,-0.015353344613195331
H + OH + M <=> H2O + M,0.3422771238131279
2 O + M <=> O2 + M,0.0011819000651170561
H + O + M <=> OH + M,0.003238848077454882
H + O2 (+M) <=> HO2 (+M),1.8679922410366219
H + HO2 <=> 2 OH,0.01723398765770161
H + HO2 <=> H2 + O2,-0.004077779829245216
H + HO2 <=> H2O + O,-0.002574893870334531
HO2 + O <=> O2 + OH,0.009828537484344488
HO2 + OH <=> H2O + O2,0.0515724427879743
HO2 + OH <=> H2O + O2,0.09945056986763177
2 OH (+M) <=> H2O2 (+M),0.003602076211521496
2 HO2 <=> H2O2 + O2,-0.015700738496064175
2 HO2 <=> H2O2 + O2,-0.012509577337266842
H + H2O2 <=> H2 + HO2,-0.009683397943852009
H + H2O2 <=> H2O + OH,-0.00793483582490384
H2O2 + OH <=> H2O + HO2,-0.0054079465587152575
H2O2 + OH <=> H2O + HO2,0.018131731190715514
H2O2 + O <=> HO2 + OH,-0.0022357207215845457
HO2 + NH2 <=> NH3 + O2,0.004148746676254219
NH2 + O2 <=> H2NO + O,-0.008777824232800307
H2NO + O <=> HNO + OH,-0.009046243050673487
H2NO + O2 <=> HNO + HO2,-0.008167340436198088
NH3 + M <=> H + NH2 + M,0.23403561423194744
H + NH3 <=> H2 + NH2,0.17245529768055112
NH3 + O <=> NH2 + OH,-0.021284706011126784
NH3 + OH <=> H2O + NH2,-0.22450432669492978
H + NH2 <=> H2 + NH,0.07926312667788533
N + NH2 <=> 2 H + N2,-0.39932307691071905
NH2 + O <=> H + HNO,-0.18744687207221875
NH2 + OH <=> H2O + NH,0.4250500622546331
NH2 + NO <=> H2O + N2,-0.03362337171427017
NH2 + NO <=> NNH + OH,-1.2037818294102556
H + NH <=> H2 + N,-0.37330061090213595
NH + O <=> H + NO,0.12291093538864978
NH + OH <=> H + HNO,-0.3228713623481662
NH + OH <=> H2O + N,-0.16044620044803778
NH + O2 <=> HNO + O,-0.21031251230350925
NH + NO <=> H + N2O,0.8278508923523934
NH + NO <=> N2 + OH,-0.04822126413562602
NNH (+M) <=> H + N2 (+M),-0.5782033763693644
H + NNH <=> H2 + N2,-0.015018057242266522
NNH + O <=> H + N2O,-0.0453586811513678
NNH + OH <=> H2O + N2,-0.013474271454015236
NNH + O2 <=> HO2 + N2,0.557129197831416
N2 + O <=> N + NO,0.07511365184555899
HO2 + NO <=> NO2 + OH,0.015568715687816221
H + NO (+M) <=> HNO (+M),-1.2438618529494059
H + NO2 <=> NO + OH,-0.002379898811734821
NO2 + O <=> NO + O2,-0.009221860967726899
NO2 + M <=> NO + O + M,0.14520436472138462
HNO + OH <=> H2O + NO,0.913681360808964
H + HNO <=> H2 + NO,0.36692722149512264
N + O2 <=> NO + O,0.23146881287935717
N + OH <=> H + NO,0.084923931775105
N2O (+M) <=> N2 + O (+M),-0.6598333650074472
N2O + O <=> 2 NO,-0.06560737930932668
H + N2O <=> N2 + OH,-0.0238953616871054
H + N2O <=> N2 + OH,-1.9145334123135969
