,base_case
H + O2 <=> O + OH,0.6143077951879939
H2 + O <=> H + OH,0.006888173084387752
H2 + OH <=> H + H2O,-0.05193186205538362
H2O + O <=> 2 OH,0.005896729499877002
2 H + M <=> H2 + M,-0.028087005671418815
H + OH + M <=> H2O + M,-0.1496080248175003
2 O + M <=> O2 + M,-0.013426191651919992
H + O + M <=> OH + M,-0.00840961469102071
H + O2 (+M) <=> HO2 (+M),-0.20054554034433741
H + HO2 <=> 2 OH,0.0014199732975256499
H + HO2 <=> H2 + O2,-0.0037124519317768673
H + HO2 <=> H2O + O,-0.0026834543585843675
HO2 + O <=> O2 + OH,-0.003715961609692522
HO2 + OH <=> H2O + O2,-0.003726743359022646
HO2 + OH <=> H2O + O2,-0.004161819313928385
2 OH (+M) <=> H2O2 (+M),-0.0031623253195179517
2 HO2 <=> H2O2 + O2,-0.00301158145164668
2 HO2 <=> H2O2 + O2,-0.003032027563202159
H + H2O2 <=> H2 + HO2,-0.0030317322526100623
H + H2O2 <=> H2O + OH,-0.0032270303749048486
H2O2 + OH <=> H2O + HO2,-0.00305985738807537
H2O2 + OH <=> H2O + HO2,-0.0031056511038899406
H2O2 + O <=> HO2 + OH,-0.0030725222646341304
HO2 + NH2 <=> NH3 + O2,-0.0035282144165483496
NH2 + O2 <=> H2NO + O,-0.0028401244738908643
H2NO + O <=> HNO + OH,-0.003063845050077341
H2NO + O2 <=> HNO + HO2,-0.0030335707964421234
NH3 + M <=> H + NH2 + M,-0.1415155967460452
H + NH3 <=> H2 + NH2,0.02585525495978316
NH3 + O <=> NH2 + OH,0.029997585808010683
NH3 + OH <=> H2O + NH2,0.08720293578876291
H + NH2 <=> H2 + NH,-0.00123303133513878
N + NH2 <=> 2 H + N2,0.28854611478869463
NH2 + O <=> H + HNO,0.019861835412572148
NH2 + OH <=> H2O + NH,-0.028073154336070615
NH2 + NO <=> H2O + N2,-0.051582221365761814
NH2 + NO <=> NNH + OH,-0.044647137010339455
H + NH <=> H2 + N,-0.06284598102225902
NH + O <=> H + NO,0.03238345233703593
NH + OH <=> H + HNO,0.5794951163915956
NH + OH <=> H2O + N,-0.01453689675106334
NH + O2 <=> HNO + O,0.0010272458365902205
NH + NO <=> H + N2O,0.43489272114501004
NH + NO <=> N2 + OH,-0.15985514766502407
NNH (+M) <=> H + N2 (+M),0.013118341790138172
H + NNH <=> H2 + N2,-0.0044744631749084685
NNH + O <=> H + N2O,-0.03578004271039461
NNH + OH <=> H2O + N2,-0.0032495443710044668
NNH + O2 <=> HO2 + N2,-0.016240417118307215
N2 + O <=> N + NO,-1.108442097731336
HO2 + NO <=> NO2 + OH,-0.002480495932303543
H + NO (+M) <=> HNO (+M),-0.037614132746243825
H + NO2 <=> NO + OH,-0.003986272420352499
NO2 + O <=> NO + O2,-0.002986359720454477
NO2 + M <=> NO + O + M,-0.004434177982941178
HNO + OH <=> H2O + NO,0.0015440256764613412
H + HNO <=> H2 + NO,0.02531318712227384
N + O2 <=> NO + O,0.038932588980427826
N + OH <=> H + NO,0.5708041110935426
N2O (+M) <=> N2 + O (+M),-0.03430896068366278
N2O + O <=> 2 NO,-0.0006967443607111168
H + N2O <=> N2 + OH,-0.0041962184368331355
H + N2O <=> N2 + OH,-0.8721311167942983
