,base_case
H + O2 <=> O + OH,0.5592156132002839
H2 + O <=> H + OH,-0.017292468483081747
H2 + OH <=> H + H2O,0.03526441771354909
H2O + O <=> 2 OH,-0.007598289699805671
2 H + M <=> H2 + M,-2.878306378048648e-05
H + OH + M <=> H2O + M,-0.09019596237340109
2 O + M <=> O2 + M,0.005128679322975499
H + O + M <=> OH + M,-0.0007328908061124341
H + O2 (+M) <=> HO2 (+M),-0.07612093129709549
H + HO2 <=> 2 OH,0.010998505236239723
H + HO2 <=> H2 + O2,0.0019250483131235986
H + HO2 <=> H2O + O,0.008185933719353984
HO2 + O <=> O2 + OH,0.002718510642149116
HO2 + OH <=> H2O + O2,0.003494727617906245
HO2 + OH <=> H2O + O2,0.0026976984075030423
2 OH (+M) <=> H2O2 (+M),0.0043880577176363305
2 HO2 <=> H2O2 + O2,0.0048623018725659425
2 HO2 <=> H2O2 + O2,0.004867893212975533
H + H2O2 <=> H2 + HO2,0.004774151971501338
H + H2O2 <=> H2O + OH,0.004705740151480759
H2O2 + OH <=> H2O + HO2,0.004813961930868135
H2O2 + OH <=> H2O + HO2,0.004413108981802385
H2O2 + O <=> HO2 + OH,0.004714842226142034
HO2 + NH2 <=> NH3 + O2,0.004648856808514072
NH2 + O2 <=> H2NO + O,0.005261344672920564
H2NO + O <=> HNO + OH,0.00495528973716345
H2NO + O2 <=> HNO + HO2,0.00487326192927487
NH3 + M <=> H + NH2 + M,-0.031270851536143784
H + NH3 <=> H2 + NH2,-0.01934199861673715
NH3 + O <=> NH2 + OH,-0.024289821185055228
NH3 + OH <=> H2O + NH2,-0.06398783661483783
H + NH2 <=> H2 + NH,-0.08232036637707568
N + NH2 <=> 2 H + N2,0.04827680994282302
NH2 + O <=> H + HNO,0.18180754679431158
NH2 + OH <=> H2O + NH,-0.03839698678873601
NH2 + NO <=> H2O + N2,-0.06594261751409011
NH2 + NO <=> NNH + OH,-0.055013029922010064
H + NH <=> H2 + N,-0.1065638879668947
NH + O <=> H + NO,0.16730609071599886
NH + OH <=> H + HNO,0.4509030156865053
NH + OH <=> H2O + N,-0.03577636074782728
NH + O2 <=> HNO + O,0.018569182116868768
NH + NO <=> H + N2O,0.26458460811905954
NH + NO <=> N2 + OH,-0.12003143170975612
NNH (+M) <=> H + N2 (+M),0.013232548113012645
H + NNH <=> H2 + N2,0.004277079955810947
NNH + O <=> H + N2O,-0.024927994993141724
NNH + OH <=> H2O + N2,0.00462235396717559
NNH + O2 <=> HO2 + N2,-0.002158547431709582
N2 + O <=> N + NO,-0.47488180768034866
HO2 + NO <=> NO2 + OH,0.006353129303011938
H + NO (+M) <=> HNO (+M),-0.013002633255899548
H + NO2 <=> NO + OH,0.004441528102873353
NO2 + O <=> NO + O2,0.004848748777843727
NO2 + M <=> NO + O + M,0.001970657056061638
HNO + OH <=> H2O + NO,0.013311838303715007
H + HNO <=> H2 + NO,0.013412358265246506
N + O2 <=> NO + O,0.09864513477351125
N + OH <=> H + NO,0.24353292362400739
N2O (+M) <=> N2 + O (+M),-0.06580038570234811
N2O + O <=> 2 NO,0.06042204792535963
H + N2O <=> N2 + OH,0.0041787248338674395
H + N2O <=> N2 + OH,-0.6057126313821165
